id_article,authors,title,year,volume,first_page,last_page,pubmed,medline
2609,"Vignais, P.M., Billoud, B. and Meyer, J.",Classification and phylogeny of hydrogenases.,2001,25,455,501,11524134,NULL
2610,"Hayaishi, O.","Direct oxygenation by O(2), oxygenases.",1963,8,353,371,NULL,NULL
2611,"Hayaishi, O., Katagiri, M. and Rothberg, S.",Studies on oxygenases: pyrocatechase. ,1957,229,905,920,NULL,NULL
2612,"Sistrom, W.R. and Stanier, R.Y.",The mechanism of formation of beta-ketoadipic acid by bacteria. ,1954,210,821,836,NULL,NULL
2613,"Zeyer, J., Kocher, H.P.","And Timmis, N.Influence of para-substituents on the oxidative metabolism of o-nitrophenols by Pseudomonas putida B2.",1986,52,334,339,3752997,86321978
2614,"Hayaishi, O.","Direct oxygenation by O(2), oxygenases.",1963,8,353,371,NULL,NULL
2615,"Kojima, Y., Itada, N. and Hayaishi, O.",Metapyrocatechase: a new catechol-cleaving enzyme.,1961,236,2223,2228,13757654,NULL
2616,"Nozaki, M., Kagamiyama, H. and Hayaishi, O.","Metapyrocatechase. I. Purification, crystallization and some properties.",1963,338,582,590,14087325,NULL
2617,"Nakai, C., Hori, K., Kagamiyama, H., Nakazawa, T., Nozaki, M.","Purification, subunit structure, and partial amino acid sequence of metapyrocatechase.",1983,258,2916,2922,6826545,NULL
2618,"Junker, F., Field, J.A., Bangerter, F., Ramsteiner, K., Kohler, H.-P., Joannou, C.L., Mason, J.R., Leisinger, T. and Cook, A.M.",Oxygenation and spontaneous deamination of 2-aminobenzenesulphonic acid in Alcaligenes sp. strain O-1 with subsequent meta ring cleavage and spontaneous desulphonation to 2-hydroxymuconic acid.,1994,300,429,436,8002948,NULL
2619,"Junker, F., Leisinger, T. and Cook, A.M.","3-Sulphocatechol 2,3-dioxygenase and other dioxygenases (EC 1.13.11.2 and EC 1.14.12.-) in the degradative pathways of 2-aminobenzenesulphonic, benzenesulphonic and 4-toluenesulphonic acids in Alcaligenes sp. strain O-1.",1994,140,1713,1722,8075807,NULL
2620,"Fujisawa, H. and Hayaishi, O.","Protocatechuate 3,4-dioxygenase. I. Crystallization and characterization.",1968,243,2673,2681,4967959,68244910
2621,"Gross, S.R., Gafford, R.D. and Tatum, E.L.",The metabolism of protocatechuic acid by Neurospora.,1956,219,781,796,13319299,NULL
2622,"Stanier, R.Y. and Ingraham, J.L.",Protocatechuic acid oxidase.,1954,210,799,820,13211618,NULL
2623,"Hayaishi, O.","Direct oxygenation by O(2), oxygenases.",1963,8,353,371,NULL,NULL
2624,"Sugiyama, S., Yano, K., Komagata, K. and Arima, K.",Metabolites of aromatic compounds by microbes. Part VII. Gentisic acid oxidase. ,1960,24,243,248,NULL,NULL
2625,"Sugiyama, S., Yano, K. and Arima, K.",Metabolites of aromatic compounds by microbes. Part VII. Further studies of gentisic acid oxidase. ,1960,24,249,254,NULL,NULL
2626,"Adachi, K., Iwayama, Y., Tanioka, H. and Takeda, Y.",Purification and properties of homogentisate oxygenase from Pseudomonas fluorescens.,1966,118,88,97,5954067,67056434
2627,"Crandall, D.I. and Halikis, D.N.",Homogentisic acid oxidase. I. Distribution in animal tissues and relation to tyrosine metabolism in rat kidney. ,1954,208,629,638,NULL,NULL
2628,"Hayaishi, O.","Direct oxygenation by O(2), oxygenases.",1963,8,353,371,NULL,NULL
2629,"Kita, H., Kamimoto, M., Senoh, S., Adachi, T. and Takeda, Y.","Cystallization and some properties of 3,4-dihydroxyphenylacetate-2,3-oxygenase. ",1965,18,66,70,NULL,NULL
2630,"Knox, W.E. and Edwards, S.W.",Homogentisate oxidase of liver. ,1955,216,479,487,NULL,NULL
2631,"Ravdin, R.G. and Crandall, D.I.",The enzymatic conversion of homogentisic acid to 4-fumarylacetoacetic acid. ,1951,189,137,149,NULL,NULL
2632,"Decker, R.H., Kang, H.H., Leach, F.R. and Henderson, L.M.",Purification and properties of 3-hydroxyanthranilic acid oxidase. ,1961,236,3076,3082,NULL,NULL
2633,"Hayaishi, O.","Direct oxygenation by O(2), oxygenases.",1963,8,353,371,NULL,NULL
2634,"Trippett, S., Dagley, S. and Stopher, D.A.",The bacterial oxidation of nicotinic acid.,1960,76,9P,NULL,NULL,NULL
2635,"Behrman, E.J. and Stanier, R.Y.",The bacterial oxidation of nicotinic acid.,1957,228,923,945,13475371,NULL
2636,"Gauthier, J.J. and Rittenberg, S.C.","The metabolism of nicotinic acid. I. Purification and properties of 2,5-dihydroxypyridine oxygenase from Pseudomonas putida N-9.",1971,246,3737,3742,5578917,71205257
2637,"Gauthier, J.J. and Rittenberg, S.C.","The metabolism of nicotinic acid. II. 2,5-dihydroxypyridine oxidation, product formation, and oxygen 18 incorporation.",1971,246,3743,3748,5578918,71205258
2638,"Jimenez, J. I., Canales, A., Jimenez-Barbero, J., Ginalski, K., Rychlewski, L., Garcia, J. L., Diaz, E.",Deciphering the genetic determinants for aerobic nicotinic acid degradation: the nic cluster from Pseudomonas putida KT2440.,2008,105,11329,11334,18678916,NULL
2639,"Kuno, S., Tashiro, M., Taniuchi, H., Horibata, K., Hayaishi, O., Seno, S., Tokuyama, T. and Sakan, T.",Enzymatic degradation of kynurenic acid.,1961,20,3,NULL,NULL,NULL
2640,"Uchida, K., Shimizu, T., Makino, R., Sakaguchi, K., Iizuka, T., Ishimura, Y., Nozawa, T. and Hatano, M.","Magnetic and natural circular dichroism of L-tryptophan 2,3-dioxygenases and indoleamine 2,3-dioxygenase. I. Spectra of ferric and ferrous high spin forms. ",1983,258,2519,2525,6600455,83109097
2641,"Ren, S., Liu, H., Licad, E. and Correia, M.A.","Expression of rat liver tryptophan 2,3-dioxygenase in Escherichia coli: structural and functional characterization of the purified enzyme.",1996,333,96,102,8806758,NULL
2642,"Leeds, J.M., Brown, P.J., McGeehan, G.M., Brown, F.K. and Wiseman, J.S.","Isotope effects and alternative substrate reactivities for tryptophan 2,3-dioxygenase.",1993,268,17781,17786,8349662,NULL
2643,"Dang, Y., Dale, W.E. and Brown, O.R.","Comparative effects of oxygen on indoleamine 2,3-dioxygenase and tryptophan 2,3-dioxygenase of the kynurenine pathway.",2000,28,615,624,10719243,NULL
2644,"Littlejohn, T.K., Takikawa, O., Truscott, R.J.W. and Walker, M.J.","Asp(274) and His(346) are essential for heme binding and catalytic function of human indoleamine 2,3-dioxygenase.",2003,278,29525,29531,12766158,NULL
2645,"Christopher, J., Pistorius, E. and Axelrod, B.",Isolation of an enzyme of soybean lipoxidase.,1970,198,12,19,5461103,NULL
2646,"Theorell, H., Holman, R.T. and Akesson, A.",Crystalline lipoxidase.,1947,1,571,576,18907700,NULL
2647,"Zimmerman, D.C.",Specificity of flaxseed lipoxidase.,1970,5,392,397,5447012,70191832
2648,"Royo, J., Vancanneyt, G., Perez, A. G., Sanz, C., Stormann, K., Rosahl, S., Sanchez-Serrano, J. J.",Characterization of three potato lipoxygenases with distinct enzymatic activities and different organ-specific and wound-regulated expression patterns.,1996,271,21012,21019,8702864,NULL
2649,"Bachmann, A., Hause, B., Maucher, H., Garbe, E., Voros, K., Weichert, H., Wasternack, C., Feussner, I.",Jasmonate-induced lipid peroxidation in barley leaves initiated by distinct 13-LOX forms of chloroplasts.,2002,383,1645,1657,12452441,NULL
2650,"Ribbons, D.W.","Bacterial oxidation of 2,3-dihydroxybenzoic acid - a new oxygenase.",1966,99,30P,31P,NULL,NULL
2651,"Adachi, K., Takeda, Y., Senoh, S. and Kita, H.",Metabolism of p-hydroxyphenylacetic acid in Pseudomonas ovalis.,1964,93,483,493,NULL,NULL
2652,"Barbor, M.G. and Bayly, R.C.",Control of meta-cleavage degradation of 4-hydroxyphenylacetate in Pseudomonas putida.,1981,147,844,850,6895079,82007684
2653,"Krishnan Kutty, R., Devi, N.A., Veeraswamy, M., Ramesh, S. and Subba Rao, P.V.","Degradation of (+/-)-synephrine by Arthrobacter synephrinum. Oxidation of 3,4-dihydroxyphenylacetate to 2-hydroxy-5-carboxymethyl-muconate semialdehyde.",1977,167,163,170,588248,78060290
2654,"Dagley, S., Chapman, P.J. and Gibson, D.T.",The metabolism of beta-phenylpropionic acid by an Achromobacter.,1965,97,643,650,5881653,66128138
2655,"Lam, W. W. Y and Bugg, T. D. H.",Chemistry of extradiol aromatic ring cleavage: isolation of a stable dienol ring fission intermediate and stereochemistry of its enzymatic hydrolytic clevage.,1994,10,1163,1164,NULL,NULL
2656,"Diaz, E., Ferrandez, A., Garcia, J. L.",Characterization of the hca cluster encoding the dioxygenolytic pathway for initial catabolism of 3-phenylpropionic acid in Escherichia coli K-12.,1998,180,2915,2923,9603882,NULL
2657,"Divakar, N.G., Subramanian, V., Sugumaran, M. and Vaidyanathan, C.S.",Indole oxygenase from the leaves of Jasminum grandiflorum.,1979,15,177,181,NULL,NULL
2658,"Kunapuli, S.P. and Vaidyanathan, C.S.",Purification and characterization of a new indole oxygenase from the leaves of Tecoma stans L.,1983,71,19,23,16662784,NULL
2659,"Nair, P.M. and Vaidyanathan, C.S.",An indole oxidase isolated from the leaves of Tecoma stans.,1964,81,496,506,14170321,NULL
2660,"Chauhan, Y. S., Rathore, V. S., Garg, G. K., Bhargava, A.",Detection of an indole oxidizing system in maize leaves.,1978,83,1237,1245,697856,NULL
2661,"Suzuki, I. and Silver, M.",The initial product and properties of the sulfur-oxidizing enzyme of thiobacilli.,1966,122,22,33,5968172,67171464
2662,"Rohwerder, T. and Sand, W.",The sulfane sulfur of persulfides is the actual substrate of the sulfur-oxidizing enzymes from Acidithiobacillus and Acidiphilium spp.,2003,149,1699,1710,12855721,NULL
2663,"Cavallini, D., de Marco, C., Scandurra, R., Dupre, S. and Graziani, M.T.",The enzymatic oxidation of cysteamine to hypotaurine. Purification and properties of the enzyme. ,1966,241,3189,3196,5912113,67002606
2664,"Wood, J.L. and Cavallini, D.",Enzymic oxidation of cysteamine to hypotaurine in the absence of a cofactor. ,1967,119,368,372,6052430,68010493
2665,"Cavallini, D., Federici, G., Ricci, G., Dupre, S. and Antonucci, A.",The specificity of cysteamine oxygenase.,1975,56,348,351,1157952,NULL
2666,"Richerson, R.B. and Ziegler, D.M.",Cysteamine dioxygenase.,1987,143,410,415,3657558,NULL
2667,"Lombardini, J.B., Singer, T.P. and Boyer, P.D.",Cystein oxygenase. II. Studies on the mechanism of the reaction with (18)oxygen. ,1969,244,1172,1175,5767301,69128167
2668,"Seidman, M.M., Toms, A. and Wood, J.M.",Influence of side-chain substituents on the position of cleavage of the benzene ring by Pseudomonas fluorescens.,1969,97,1192,1197,5776526,69151444
2669,"Fujioka, M. and Wada, H.",The bacterial oxidation of indole.,1968,158,70,78,5652436,68271512
2670,"Oka, T. and Simpson, F.J.","Quercetinase, a dioxygenase containing copper. ",1971,43,1,5,5579942,NULL
2671,"Steiner, R.A., Kalk, K.H. and Dijkstra, B.W.","Anaerobic enzyme-substrate structures provide insight into the reaction mechanism of the copper-dependent quercetin 2,3-dioxygenase.",2002,99,16625,16630,12486225,NULL
2672,"Bowater, L., Fairhurst, S.A., Just, V.J., and Bornemann, S. ","Bacillus subtilis YxaG is a novel Fe-containing quercetin 2,3-dioxygenase.",2004,557,45,48,14741339,NULL
2673,"Gibson, D.T., Wang, K.C., Sih, C.J. and Whitlock, J.H.","Mechanisms of steroid oxidation by microorganisms. IX. On the mechanism of ring A cleavage in the degradation of 9,10-seco steroids by microorganisms. ",1966,241,551,559,5908121,66105691
2674,"Frydman, R.B., Tomaro, M.L. and Frydman, B.",Pyrrolooxygenase: its action on tryptophan-containing enzymes and peptides.,1972,284,80,89,4403729,73009871
2675,"Camoretti-Mercado, B., Frydman, R. B.",Separation of tryptophan pyrrolooxygenase into three molecular forms. A study of their substrate specificities using tryptophyl-containing peptides and proteins.,1986,156,317,325,3699018,NULL
2676,"Lindstedt, S. and Rundgren, M.","Blue color, metal content, and substrate binding in 4-hydroxyphenylpyruvate dioxygenase from Pseudomonas sp. strain P. J. 874.",1982,257,11922,11931,7118918,83007283
2677,"Roche, P.A., Moorehead, T.J. and Hamilton, G.A.",Purification and properties of hog liver 4-hydroxyphenylpyruvate dioxygenase.,1982,216,62,73,7103516,82255479
2678,"La Du, B.N. and Zannoni, V.G.",The tyrosine oxidation system of liver. III. Further studies on the oxidation of p-hydroxyphenylpyruvic acid.,1956,219,273,281,NULL,NULL
2679,"Sharma, H.K. and Vaidyanathan, C.S.","A new mode of ring cleavage of 2,3-dihydroxybenzoic acid in Tecoma stans (L.). Partial purification and properties of 2,3-dihydroxybenzoate 2,3-oxygenase.",1975,56,163,171,1175620,76022437
2680,"Saito, K. and Komamine, A.",Biosynthesis of stizolobinic acid and stizolobic acid in higher plants. An enzyme system(s) catalyzing the conversion of dihydroxyphenylalanine into stizolobinic acid and stizolobic acid from etiolated seedlings of Stizolobium hassjoo.,1976,68,237,243,9285,77003081
2681,"Saito, K. and Komamine, A.",Biosynthesis of stizolobinic acid and stizolobic acid in higher plants.,1978,82,385,392,624278,78106717
2682,"Saito, K. and Komamine, A.",Biosynthesis of stizolobinic acid and stizolobic acid in higher plants. An enzyme system(s) catalyzing the conversion of dihydroxyphenylalanine into stizolobinic acid and stizolobic acid from etiolated seedlings of Stizolobium hassjoo.,1976,68,237,243,9285,77003081
2683,"Saito, K. and Komamine, A.",Biosynthesis of stizolobinic acid and stizolobic acid in higher plants.,1978,82,385,392,624278,78106717
2684,"Hamberg, M. and Samuelsson, B.",Prostaglandin endoperoxides. Novel transformations of arachidonic acid in human platelets. ,1974,71,3400,3404,4215079,75046818
2685,"Nugteren, D.H.",Arachidonate lipoxygenase in blood platelets. ,1975,380,299,307,804329,75128137
2686,"Wallach, D.P. and Brown, V.R.",A novel preparation of human platelet lipoxygenase. Characteristics and inhibition by a variety of phenyl hydrazones and comparisons with other lipoxygenases. ,1981,663,361,372,6783111,81161072
2687,"Bryant, R.W., Bailey, J.M., Schewqe, T. and Rapoport, S.M.",Positional specificity of a reticulocyte lipoxygenase. Conversion of arachidonic acid to 15-S-hydroperoxy-eicosatetraenoic acid.,1982,257,6050,6055,6804460,82189964
2688,"Narumiya, S. and Salmon, J.A.",Arachidonic acid-15-lipoxygenase from rabbit peritoneal polymorphonuclear leukocytes. ,1982,86,45,48,6813644,83036149
2689,"Oliw, E.H. and Sprecher, H.",Metabolism of polyunsaturated fatty acids by an (n-6)-lipoxygenase associated with human ejaculates.,1989,1002,283,291,2496760,89229175
2690,"Shibata, D., Steczko, J., Dixon, F.E., Hermodson, M., Yasdanparast, R. and Axelrod, B.",Primary structure of soybean lipoxygenase-1. ,1987,262,10080,10085,3112136,87280024
2691,"Matsumoto, T., Funk, C.D., Radmark, O., Hoog, J.-O., Jornvall, H. and Samuelsson, B.",Molecular cloning and amino acid sequence of human 5-lipoxygenase.,1988,85,26,30,2829172,88124804
2692,"Ohishi, N., Izumi, T., Minami, M., Kitamura, S., Seyama, Y., Ohkawa, S., Terao, S., Yotsumoto, H., Takaku, F. and Shimizu, T.",Leukotriene A(4) hydrolase in the human lung. Inactivation of the enzyme with leukotriene A(4) isomers.,1987,262,10200,10205,3038871,87280043
2693,"Shimizu, T., Izumi, T., Seyama, Y., Tadokoro, K., Raedmark, O. and Samuelsson, B.",Characterization of leukotriene A(4) synthase from murine mast cells: evidence for its identity to arachidonate 5-lipoxygenase.,1986,83,4175,4179,3012557,86233395
2694,"Shimizu, T., Raedmark, O. and Samuelssohn, B.",Enzyme with dual lipoxygenase activities catalyzes leukotriene A(4) synthesis from arachidonic acid.,1984,81,689,693,6322165,84144769
2695,"Groseclose, E.E. and Ribbons, D.W.",Metabolism of resorcinylic compounds by bacteria: new pathway for resorcinol catabolism in Azotobacter vinelandii.,1981,146,460,466,7217008,81167988
2696,"Mueller, R, Haug, S., Eberspaecher, J. and Lingens, F.","Catechol-2,3-dioxygenase aus Pyrazon-abbauenden Bakterien. ",1977,358,797,805,19349,77248092
2697,"Mueller, R., Schmitt, S. and Lingens, F.",A novel non-heme iron-containing dioxygenase. Chloridazon-catechol dioxygenase from Phenylobacterium immobilis DSM 1986.,1982,125,579,584,6811270,83003654
2698,"Sze, I.S.-Y. and Dagley, S.","Properties of salicylate hydroxylase and hydroxyquinol 1,2-dioxygenase purified from Trichosporon cutaneum.",1984,159,353,359,6539772,84239580
2699,"Ferraroni, M., Seifert, J., Travkin, V. M., Thiel, M., Kaschabek, S., Scozzafava, A., Golovleva, L., Schlomann, M., Briganti, F.","Crystal structure of the hydroxyquinol 1,2-dioxygenase from Nocardioides simplex 3E, a key enzyme involved in polychlorinated aromatics biodegradation.",2005,280,21144,21154,15772073,NULL
2700,"Hatta, T., Nakano, O., Imai, N., Takizawa, N., Kiyohara, H.","Cloning and sequence analysis of hydroxyquinol 1,2-dioxygenase gene in 2,4,6-trichlorophenol-degrading Ralstonia pickettii DTP0602 and characterization of its product.",1999,87,267,272,16232466,NULL
2701,"Barnsley, E.A.",Phthalate pathway of phenanthrene metabolism: formation of 2'-carboxybenzalpyruvate. ,1983,154,113,117,6833175,83160763
2702,"Eltis, L. D., Hofmann, B., Hecht, H. J., Lunsdorf, H., Timmis, K. N.","Purification and crystallization of 2,3-dihydroxybiphenyl 1,2-dioxygenase.",1993,268,2727,2732,8428946,NULL
2703,"Uragami, Y., Senda, T., Sugimoto, K., Sato, N., Nagarajan, V., Masai, E., Fukuda, M., Mitsu, Y.","Crystal structures of substrate free and complex forms of reactivated BphC, an extradiol type ring-cleavage dioxygenase.",2001,83,269,279,11293547,NULL
2704,"Hatta, T., Mukerjee-Dhar, G., Damborsky, J., Kiyohara, H., Kimbara, K.","Characterization of a novel thermostable Mn(II)-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase from a polychlorinated biphenyl- and naphthalene-degrading Bacillus sp. JF8.",2003,278,21483,21492,12672826,NULL
